TWEET,USER_ID,TWEET_ID,TWT_POST_DT,USER_NM,USER_ACCT,FOLLOWER_CNT,FRIENDS_CNT,LOCATION,ACCT_CREATE_DT,GEO_ENABLED,USER_URL,RETWEET_CNT,COMPSENTIMENT,POSSENTIMENT,NEGSENTIMENT,NEUSENTIMENT,SENTIMENT_OA,POSCNT,NEGCNT,BLOBPOL,BLOBSUB,COORDINATES,VERIFIED_USER,TOTAL POSTS,IS REPLY,REPLY TO,HASHTAGS
CNN is terrible at security.  #DemDebate2,349500946,1156730790048346118,08/01/2019 00:58,Travis,ToomzStonez,34,323,New Hampshire,08/06/2011 05:54,False,,0,-0.1779,0.253,0.326,0.421,Negative,0,1,-100.0,100.0,,False,920,,,['DemDebate2']
"Keep it classy, Detroit. #demdebate",317275226,1156730790027431936,08/01/2019 00:58,T,Tara_Dactyl_78,209,477,Houston,06/14/2011 17:59,False,,0,0.4404,0.42,0.0,0.58,Positive,1,0,10.0,90.0,,False,24085,,,['demdebate']
What does “civil violation” even mean? What would the consequences be? #DemDebate2,2315586823,1156730789943488514,08/01/2019 00:58,Jackson Richman,jacksonrichman,1376,3018,"Washington, DC",01/28/2014 14:25,True,https://www.jns.org/writers/jackson-richman/,0,0.0,0.0,0.0,1.0,Neutral,0,0,-31.25,68.75,,False,38552,,,['DemDebate2']
"Twice now the debate has been interrupted by people in the crowd, and I have no idea what they're trying to say #DemDebate",292699040,1156730790119641088,08/01/2019 00:58,Jake ok,JayyFillet,47,102,The Land,05/04/2011 02:31,True,,0,-0.5267,0.0,0.18,0.82,Negative,0,1,0.0,0.0,,False,1589,,,['DemDebate']
"We seriously...have more pressing matters to deal with than this. 

My grandfather called everyone hun, literally everyone he talked to was hun.  In today’s society he would have been torched. 

Good gosh the silliness is maddening!",1424128494,1156730789943545859,08/01/2019 00:58,Nerf 2019  {SC},NerdNerfer,4793,3249,USA,05/12/2013 22:19,False,http://www.twitch.tv/nerdnerfer,0,-0.2763,0.103,0.129,0.768,Negative,0,1,68.75,55.00000000000001,,False,16399,,,
"#DemDebate2 winners so far:
-the protestors
-Harris 
-Yang (Cuz I want my $1k Check)",327545905,1156730790253871104,08/01/2019 00:58,the black mommy activist,kayewhitehead,3760,1261,"Baltimore, MD",07/01/2011 18:59,True,http://kayewisewhitehead.com/,0,0.5267,0.286,0.0,0.714,Positive,1,0,10.0,100.0,,False,34111,,,['DemDebate2']
I know those women heckling “we need deportation” don’t care about all the European’s here illegally. #DemDebate,2521725356,1156730790316847104,08/01/2019 00:58,Anna,Anna__B92,208,423,"Raleigh, NC",05/25/2014 01:11,True,,0,0.4939,0.176,0.0,0.824,Positive,1,0,-25.0,25.0,,False,8468,,,['DemDebate']
Do these people know no swing voters watch these? #DemDebate #DemocraticDebate,2250958939,1156730790484566023,08/01/2019 00:58,Amelia Helm,AmeliaEHelm,146,433,"Minneapolis, MN",12/17/2013 20:46,False,http://www.linkedin.com/in/ameliahelm,0,-0.296,0.0,0.18,0.82,Negative,0,1,0.0,0.0,,False,851,,,"['DemDebate', 'DemocraticDebate']"
"If we say ""Look, we're going to get healthcare off the backs of businesses and families"", we'll watch both businesses and families recover and bloom. That's the argument we should be making to the American people. #DemDebate2 https://t.co/Lmz6eH6OLb",2228878592,1156730786445479936,08/01/2019 00:58,Andrew Yang,AndrewYang,546360,5081,USA,12/03/2013 21:31,True,https://www.instagram.com/andrewyang2020,0,-0.4019,0.0,0.093,0.907,Negative,0,1,0.0,0.0,,True,9153,,,
"They watched last night. 

It is a landmine. 

Cowards.",4287201154,1156730790413307907,08/01/2019 00:58,× LARRY L. ×,DEVILDOGSEMPERF,2851,3600,"Michigan, USA",11/26/2015 16:37,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,6.666666666666667,,False,32950,,,
"God damn it stop ruining the debate you cringey SJW's! Let him hang himself with his words.
#DemDebate2",1005622650054594560,1156730792816586752,08/01/2019 00:58,Netizen ,MakerMined,18,54,Norway,06/10/2018 01:28,False,,0,-0.6239,0.09,0.309,0.601,Negative,0,1,0.0,0.0,,False,1340,,,['DemDebate2']
One of us has learned and one of us hasn’t #DemDebate #DemocraticDebate https://t.co/Phy4TlCC7z,31511959,1156730791428329472,08/01/2019 00:58,Kristal,mozzmama,125,193,Casa Greyskull,04/15/2009 20:35,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1785,,,"['DemDebate', 'DemocraticDebate']"
Don’t know why mentioning your mothers’ immigration story connects to decriminalizing border crossing @MichaelBennet #DemDebate,2842083418,1156730792959205376,08/01/2019 00:58,"Daisy Verduzco Reyes, Ph.D.",direyes29,872,934,,10/23/2014 17:13,False,http://daisyverduzcoreyes.com,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1007,,,['DemDebate']
"Please keep saying ""malarkey."" It ""helps"" with my drinking ""game."" #DemDebate",368121292,1156730793017991170,08/01/2019 00:58,Hindsight 2020™,iamflyrobynfly,1184,267,"Minneapolis, MN",09/05/2011 03:38,False,https://entropymag.org/the-all-you-can-eat-buffet-a-love-story/,0,0.3182,0.187,0.0,0.813,Positive,1,0,-40.0,40.0,,False,5568,,,['DemDebate']
Maybe they should have used canned laughter instead of a live audience? #DemDebate2,752976288600641536,1156730783362453504,08/01/2019 00:58,Well Behaved Woman,HarryMayUltd,657,524,,07/12/2016 21:21,False,,0,0.4939,0.225,0.0,0.775,Positive,1,0,13.636363636363635,50.0,,False,19781,,,['DemDebate2']
Classy dems in the audience tonight #DemDebate,249928558,1156730793324109824,08/01/2019 00:58,Cydney!,itscydney,251,257,,02/10/2011 02:11,True,,0,0.4404,0.326,0.0,0.674,Positive,1,0,10.0,90.0,,False,3881,,,['DemDebate']
... that answer from Joe Biden is galling. #DemDebate2,309911354,1156730793374429184,08/01/2019 00:58,Ryan  ,RyanDrawsBirds,686,751,"Silver Spring, MD",06/02/2011 21:46,True,https://www.instagram.com/ryandrawsbirds/,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,21265,,,['DemDebate2']
Why do the old white guys think they have to yell?? #DemDebate,17637648,1156730793772945408,08/01/2019 00:58,susanmanners,susanmanners,413,1113,"39.913981,-75.551126",11/26/2008 00:54,True,http://mannersworld.net,0,0.0,0.0,0.0,1.0,Neutral,0,0,5.0,10.0,,False,42192,,,['DemDebate']
"The hecklers got more time than some of the candidates are getting.

#DemDebate2 
#DemocraticDebate 
#DemDebate",780059731595448320,1156730793814831105,08/01/2019 00:58,Paula,PaulaBonaFide,3528,2872,,09/25/2016 15:01,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,50.0,50.0,,False,35793,,,"['DemDebate2', 'DemocraticDebate', 'DemDebate']"
Joe Biden . . . Is not a swell orator #DemDebate2,4205377372,1156730793823211520,08/01/2019 00:58,Robert Pamies,robertpamies,28,86,,11/16/2015 22:58,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1114,1156729628742049793,robertpamies,['DemDebate2']
"Biden was stuttering just then.
Not a good look at all.
#DemDebate",236205009,1156730793609355265,08/01/2019 00:58,Melvin,MTKigz,3070,3029,"Tottenham, United Kingdom",01/10/2011 01:52,True,,0,-0.5727,0.0,0.343,0.657,Negative,0,1,-35.0,60.00000000000001,,False,157770,1156730480592654336,MTKigz,['DemDebate']
@JoeBiden Senator Bennett you are both FOS. Bernie's plan would cover everyone and save $2 trillion over 10 years (according to a conservative think tanks analysis)!!! #DemDebate https://t.co/ngTKanR346,898678916,1156730793940701184,08/01/2019 00:58,Melissa Bernardin,MelDBernardin,343,613,"Concord, NH",10/22/2012 23:36,False,,0,0.6219,0.136,0.0,0.864,Positive,1,0,0.0,0.0,,False,2093,,JoeBiden,
The crowd tonight  #DemDebate https://t.co/UZn8LfthRL,1146011116386029568,1156730793613545474,08/01/2019 00:58,crayola,Brillia39524875,2,5,,07/02/2019 11:01,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,44,,,['DemDebate']
What r they yelling now? #DemDebate,23624163,1156730794334990339,08/01/2019 00:58,Whitley Gilbert,XPGizzl3,560,744,,03/10/2009 17:59,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,13520,,,['DemDebate']
I predict that @JoeBiden will be a three time loser.  #DemDebate,814263011372400640,1156730794494349312,08/01/2019 00:58,DebraNYC,debra_hendler,901,1198,Manhattan & Pleasant Valley,12/29/2016 00:13,True,,0,-0.5267,0.0,0.298,0.702,Negative,0,1,0.0,0.0,,False,5494,,,['DemDebate']
"Make the audience sign waivers that say if I yell or disrupt the recording other than regular applause, I agree to be arrested. Bet they'll stay quiet. #DemDebate",113730131,1156730794532057088,08/01/2019 00:58,Kim,oftenKIMitated,423,433,"Houston, TX",02/12/2010 21:06,False,http://facebook.com/KimWtx,0,0.296,0.169,0.099,0.732,Positive,1,0,-4.166666666666666,26.175213675213676,,False,48231,,,
"And yet another example of why live audiences are POINTLESS in the #DemDebate ...  applause, chanting, disruption.  Let the candidates talk!   #EnoughIsEnough",56524287,1156730794582446082,08/01/2019 00:58,Wm Mason,WmMason,25,281,Philadelphia,07/13/2009 23:00,True,,0,0.1511,0.121,0.098,0.781,Positive,1,0,-8.806818181818182,50.0,,False,2055,,,['DemDebate']
As soon as the hecklers go silent I picture this happening to them #DemDebate2 https://t.co/Cd8nHn0son,220002995,1156730793319981057,08/01/2019 00:58,Phillip Williams,PhilDaddyUNCG,263,393,"Greensboro, NC",11/26/2010 14:11,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,10.0,,False,17882,,,['DemDebate2']
#biden #gillibrand ticket anyone?  #DemDebate,137085532,1156730797006757888,08/01/2019 00:58,GG,GABE02110,143,987,Boston,04/25/2010 19:08,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1668,,,"['biden', 'gillibrand', 'DemDebate']"
Even Biden is sick of hearing himself talk. #DemDebate2,22225878,1156730796935274496,08/01/2019 00:58,Preeya Phadnis,uberpreeya,262,443,,02/28/2009 03:55,False,,0,-0.5106,0.0,0.292,0.708,Negative,0,1,-71.42857142857143,85.71428571428571,,False,14903,1156730376343052288,uberpreeya,['DemDebate2']
"I agree that this is indeed what actor Powers Boothe would have said, had he lived.",22732281,1156730796868157440,08/01/2019 00:58,Mike Hadge blue check mark,hadgetunes,334,634,"Los Angeles, CA",03/04/2009 04:17,True,http://www.mikehadge.com,0,0.3612,0.152,0.0,0.848,Positive,1,0,0.0,0.0,,False,7826,,,
Since when does Kamala see people locked up and not see a cheap labor opportunity? #DemDebate,1002005592,1156730797048684544,08/01/2019 00:58,John Collins,jjcl1234,275,1396,"New York, NY",12/10/2012 16:33,True,,0,0.4215,0.167,0.0,0.833,Positive,1,0,40.0,70.0,,False,18725,,,['DemDebate']
Children walking into buildings single-file and separated by boys and girls is them being treated like criminals?? #DemDebate,371958360,1156730797421760512,08/01/2019 00:58,SoTrumpie,SoTrumpie,3281,2499,,09/11/2011 21:03,False,,0,-0.3736,0.111,0.18,0.709,Negative,0,1,0.0,0.0,,False,19496,,,['DemDebate']
"what did Biden just say
#DemDebate",750937910397001729,1156730797304483840,08/01/2019 00:58,James Nellons,jamesnellons,66,480,"Syracuse, NY",07/07/2016 06:22,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,976,,,['DemDebate']
"""We should treat people humanly."" 

If only every politician, left, right, or somewhere in between felt that way.

#DemDebate2 #demdebate",844298591883542528,1156730797375647744,08/01/2019 00:58,Barbie Eva Csore,TweetsOnTheBarB,25,125,"Reno, NV",03/21/2017 21:24,False,,0,0.4019,0.124,0.0,0.876,Positive,1,0,9.523809523809524,51.19047619047619,,False,142,,,"['DemDebate2', 'demdebate']"
#CNN sure did a great job letting in all these protesters tonight lmao #DemDebate2,1087086561819283458,1156730797203886080,08/01/2019 00:58,chatchan,chatchan12,1,17,,01/20/2019 20:36,False,,0,0.8555,0.486,0.09,0.425,Positive,1,0,63.33333333333333,87.96296296296296,,False,93,,,"['CNN', 'DemDebate2']"
I believe you're saying that. #DemDebate2,923386909,1156730797564579845,08/01/2019 00:58,Media Critic,NYMediaCritic,511,4157,,11/03/2012 14:56,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,13399,,,['DemDebate2']
Castro just landed the first real punch of the night. #DemDebate,18305931,1156730797098819584,08/01/2019 00:58,Candice Yes THAT Candice,cfahooligan,1681,1269,"Venice Beach, Los Angeles",12/22/2008 12:33,True,https://curiouscat.me/cfahooligan,0,0.0,0.0,0.0,1.0,Neutral,0,0,22.5,31.666666666666664,,False,90307,,,['DemDebate']
"@CNN Via the New York Times: ""That disruption was Movimiento Cosecha, an immigrant advocacy group that came to target Biden for deportations under Obama."" #DemDebate #DemDebate2",18812301,1156730797564551170,08/01/2019 00:58,Katie Couric,katiecouric,1737852,3560,"New York, NY",01/09/2009 19:41,True,http://bit.ly/2Fwxdhn,0,-0.3612,0.0,0.091,0.909,Negative,0,1,13.636363636363635,45.45454545454545,,True,39166,1156716668493672450,katiecouric,
yeah biden we'll flood the zone. i'll unzip and flood the zone all over your waiting grave you dick #DemDebate,627839888,1156730797874917376,08/01/2019 00:58,haha more like fartnite,schnedwob,179,203,,07/05/2012 23:34,True,,0,-0.5719,0.088,0.235,0.677,Negative,0,1,0.0,0.0,,False,4698,,,['DemDebate']
"no, the next president has to be ready to disband ICE and completely reform DHS.",251902790,1156730798051123200,08/01/2019 00:58,Madeleine Carey,the_maddawg,779,670,"Santa Fe, NM",02/14/2011 02:30,True,,0,0.0772,0.141,0.124,0.734,Positive,1,0,10.000000000000002,30.0,,False,14903,,,
biden like actually cannot talk someone pls help him #DemDebate,2528813024,1156730798315376641,08/01/2019 00:58,polarization.com,stuisloud,158,397,,05/28/2014 02:03,True,,0,0.6096,0.387,0.091,0.522,Positive,1,0,0.0,10.0,,False,2003,,,['DemDebate']
"Can the moderators please repeat the angry chants into the microphone for those of us following along at home? Sort of hard to make them out. 

#DemDebate2",1543507339,1156730798281826305,08/01/2019 00:58,frank james,_frank_james,56,544,"Grand Rapids, MI",06/24/2013 15:11,False,,0,-0.4005,0.073,0.16,0.767,Negative,0,1,-26.38888888888889,54.722222222222214,,False,588,,,
Excuse me but wtf is this drawing of Joe Biden #DemDebate2 https://t.co/sxvwyV5OxK,743196808965414912,1156730797459693574,08/01/2019 00:58,gay mary poppins,gaymarypoppins,163,330,"Eugene, OR",06/15/2016 21:41,True,https://secure.actblue.com/donate/grassrootsfundraisingteam?refcode=Liam4Pete8003,0,-0.7227,0.07,0.318,0.612,Negative,0,1,-27.500000000000004,52.5,,False,2141,,,['DemDebate2']
Idk about the yelling disruption tactic. You guys are a far cry from Tea Party levels of interruption. #DemDebate,20066126,1156730798395052032,08/01/2019 00:58,Wiz Larren,soulrebelJ,1267,1004,The Boot,02/04/2009 16:27,True,http://paypal.me/soulrebelj,0,-0.7003,0.107,0.377,0.516,Negative,0,1,10.0,100.0,,False,99753,,,['DemDebate']
"Harris re her visit to a migrant detention facility: “children lined up single file based on gender walked into barracks ... these children have not committed crimes and should not be treated like criminals.
 
#DemDebate",41668297,1156730798223036416,08/01/2019 00:58,Nebraska Democratic Party  ,NebraskaDems,7461,1296,"Lincoln, NE",05/21/2009 20:22,True,,0,-0.8452,0.0,0.252,0.748,Negative,0,1,-7.142857142857142,21.428571428571427,,True,34430,,,
Want to know why @realDonaldTrump us going to steamroll 2020?  Just watch the #DemDebate2 #Trump2020 #MAGA2020,1078479952989863936,1156730798470508546,08/01/2019 00:58,It's Not Rocket Science,Generic_Wisdom,1,3,World Wide,12/28/2018 02:37,False,,0,0.0772,0.08,0.0,0.92,Positive,1,0,0.0,0.0,,False,237,,,"['DemDebate2', 'Trump2020', 'MAGA2020']"
@BarackObama deported more than 3 million #DemDebate2,2564715395,1156730798604726278,08/01/2019 00:58,Dirty Purse,MyPurseIsDirty,91,199,,05/26/2014 05:15,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,50.0,50.0,,False,1002,,BarackObama,['DemDebate2']
what were they chanting #DemDebate,816059843949854720,1156730798713823232,08/01/2019 00:58,victor cauley,victorcauley,44,125,"Macomb, MI",01/02/2017 23:13,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,35,,,['DemDebate']
This would be so helpful #demdebate,304795690,1156730798705446913,08/01/2019 00:58,Katherine Bowser,Kat_Bowser,173,491,"Washington, DC",05/25/2011 03:43,True,,0,0.5598,0.42,0.0,0.58,Positive,1,0,0.0,0.0,,False,1852,,,['demdebate']
"If she's a 'kid', then you're grandpa! 
For someone who doesn't want to draw attention to how old he is, it was really baffling for Joe to go with that line. #DemDebate",766307180865843200,1156730801452662784,08/01/2019 00:58,  ,BenCamon,1351,2184,"Anambra, Nigeria",08/18/2016 16:14,False,,0,-0.1316,0.0,0.048,0.952,Negative,0,1,15.000000000000002,20.0,,False,8938,,,
these candidates such actually take advantage of these mini protest moments. they’re missing huge opportunities by pretending they don’t exist. #DemDebate2,1010362633642536960,1156730801519808514,08/01/2019 00:58,eric,Vipassaana,79,420,"Illinois, USA",06/23/2018 03:23,False,http://Instagram.com/bigfliip,0,0.4767,0.302,0.153,0.545,Positive,1,0,5.000000000000002,38.75,,False,7216,,,
Oh snap...Castro with the comeback!! #DemDebate #DemDebate2,42291440,1156730801750515712,08/01/2019 00:58, Queen AB ,Ms_AfiaB,359,118,#DallasStrong,05/24/2009 22:08,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,36459,,,"['DemDebate', 'DemDebate2']"
"All the heckling is indeed Malarky! 
#DemDebate https://t.co/pc45pDjh79",130600784,1156730800982974464,08/01/2019 00:58,Kristy,kristyluxe,140,820,United States,04/07/2010 19:38,False,,0,0.4926,0.241,0.112,0.647,Positive,1,0,0.0,0.0,,False,1374,,,['DemDebate']
BINGO! Cory Booker is the one who finally said it. #DemDebate2,616797042,1156730801720942593,08/01/2019 00:58,ZroHour (Johnny),ZroHour,469,472,"Bay Area, CA",06/24/2012 03:23,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,100.0,,False,117137,,,['DemDebate2']
Joe's tanking #DemDebate,2954866283,1156730802425778177,08/01/2019 00:58,JS,NCtile_slayer,43,138,"North Carolina, USA",01/01/2015 14:28,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1806,,,['DemDebate']
"Dude. What is up with all these people yelling during the debate?
#DemDebate",408077688,1156730802580987906,08/01/2019 00:58,J. Collin Priddy-Barnum,CollinEyeJoe,90,187,"Wilmington, NC",11/08/2011 23:17,True,http://www.facebook.com/colbot,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,2311,,,['DemDebate']
"Kampala Harris’ manufactured outrage is tiring.

#DemDebate",753151952641519616,1156730802593574912,08/01/2019 00:58,RGirard,RGirard10,156,399,,07/13/2016 08:59,False,,0,-0.5106,0.0,0.355,0.645,Negative,0,1,0.0,0.0,,False,4441,,,['DemDebate']
@Everettcclub @katiecouric @CNN Asking Booker why he doesn’t have his parties on.,531497189,1156730802539040769,08/01/2019 00:58,E Devoe ,elliemae0404,8020,8499,South Florida via Louisiana,03/20/2012 17:58,False,,0,0.4019,0.197,0.0,0.803,Positive,1,0,0.0,0.0,,False,116481,1156722672849567745,Everettcclub,
Julian Castro schooling Biden. He's good. Glad he's in the race. #DemDebate #DemDebate2,3355845593,1156730802782294016,08/01/2019 00:58,The People's Champ,JCThePplsChamp,3750,1096,"Brooklyn, NY",07/02/2015 23:29,True,,0,0.7096,0.349,0.0,0.651,Positive,1,0,60.0,80.0,,False,11181,,,"['DemDebate', 'DemDebate2']"
"Last night Bernie Sanders remembered to take his dementia medicine and came out swinging. Tonight Joe Biden seems to have forgotten to take his. Constant stuttering and losing his train of thought.

#DemDebate #DemDebates #DemDebate2 #DemocratDebates #DemocraticDebate2020",3232881455,1156730802794913795,08/01/2019 00:58,Undoomed,Undoomed,60999,1606,,05/04/2015 07:36,False,https://youtube.com/UndoomedOne,0,-0.7003,0.0,0.167,0.833,Negative,0,1,0.0,20.0,,False,14371,,,
"Protesters in the audience are yelling ""three million deportations!"" as Biden fields a question about whether he'd continue the Obama administration's rate of deportations #DemDebate2",104058054,1156730802870378497,08/01/2019 00:58,Catherine Thompson,KT_thomps,3546,1460,New York City,01/12/2010 03:39,True,,0,-0.2942,0.0,0.087,0.913,Negative,0,1,0.0,0.0,,True,1460,,,
"Protestors going HAM tonight! 
#DemDebate #DemDebate2",861647463928745984,1156730802941648896,08/01/2019 00:58,Jason Glaser,Glazetron,4323,1952,"Minnesota, USA",05/08/2017 18:22,False,http://qanon.pub,0,0.5093,0.268,0.0,0.732,Positive,1,0,0.0,0.0,,False,16787,,,"['DemDebate', 'DemDebate2']"
"Oh here we go with the border crossing responses. I’m sorry, but you won’t beat Trump with this nonsense. Deport criminals, secure the border, and provide pathways to citizenship. NOTHING. IS. FREE. #DemDebate",1054097020510703617,1156730802752933894,08/01/2019 00:58,Eric Miller,EricMiller12600,26,354,"Maine, USA",10/21/2018 19:48,False,,0,-0.9128,0.068,0.322,0.611,Negative,0,1,10.000000000000002,80.00000000000001,,False,739,,,
Legal immigrants wait in line- often for years; don't let BULLIES cut in line! #DemDebate2,1201953132,1156730803352743936,08/01/2019 00:58,TreatYourFeet! orthotics™,DrOrthotics,881,4028,North America,02/20/2013 19:36,False,http://TreatYourFeetOrthotics.com,0,0.383,0.217,0.0,0.783,Positive,1,0,25.0,20.0,,False,2592,,,['DemDebate2']
JOE BIDEN. YOU. ARE. A. CLOWN. #DemDebate,1088187804411224066,1156730803310735360,08/01/2019 00:58,uhhh,biggestweenie,135,226,Not New Jersey,01/23/2019 21:32,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,4302,,,['DemDebate']
#DemDebate2 WTF? I guess Night 1 didn't rate protestors?,1116469596603781126,1156730803612782593,08/01/2019 00:58,StephenHughes,StephenHughesSH,7170,7614,"Texas, USA",04/11/2019 22:34,False,,0,-0.7089,0.0,0.449,0.551,Negative,0,1,-50.0,100.0,,False,3519,,,['DemDebate2']
"@TrendsmapUSA #HumanityFirst

We Need Hope

#ReturnOfTheYang

 #LetYangSpeak 

#DemDebate2 

#YangGang 

#AndrewYang",1154830303866871809,1156730805433110531,08/01/2019 00:58,Debbi Robert ,Enigma51423634,153,427,"Florida, USA",07/26/2019 19:06,False,,0,0.4404,0.244,0.0,0.756,Positive,1,0,0.0,0.0,,False,1004,1156730472518619137,TrendsmapUSA,"['HumanityFirst', 'ReturnOfTheYang', 'LetYangSpeak', 'DemDebate2', 'YangGang', 'AndrewYang']"
"Someone screaming about deportation?

Something about NYC cop? 

Are all the hecklers far left progressives? 

#DemDebate",765584732944031744,1156730805571543041,08/01/2019 00:58,Pretty Lives Matter,prettylieb,534,847,,08/16/2016 16:23,False,,0,-0.4836,0.0,0.173,0.827,Negative,0,1,5.0,50.0,,False,25064,,,['DemDebate']
Okay give the chanters microphones so I can hear it better... #DemDebate,4175480717,1156730805667995649,08/01/2019 00:58,Jamie Guigar Storey,Storey107,111,829,"Michigan, USA",11/13/2015 01:43,False,,0,0.2263,0.16,0.0,0.84,Positive,1,0,50.0,50.0,,False,666,,,['DemDebate']
"Touch ya neighbor and say, Malarkey!! VP Biden #DemDebate",49234708,1156730805634371586,08/01/2019 00:58,Marvin L. Tiller Jr,RevMLTillerJr,2789,3310,"Baltimore, MD",06/21/2009 04:46,True,http://www.facebook.com/RevMLTillerJr,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,128731,,,['DemDebate']
"""flood the zone"" this a Sonic level? #DemDebate2",473056700,1156730805806387201,08/01/2019 00:58,"Summer Father, PhD",wickerdad,137,323,,01/24/2012 16:02,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,8694,,,['DemDebate2']
@ochocinco #DemDebate  if you’re not a migrant worker deportation off top,1117240347057278976,1156730806011752448,08/01/2019 00:58,143 Diamondz ;):) 143,Diamondz_BS,0,0,California ,04/14/2019 01:37,False,,0,0.2023,0.167,0.0,0.833,Positive,1,0,50.0,50.0,,False,1331,,ochocinco,['DemDebate']
The crowd is a lot rowdier tonite #ReturnOfTheYang #DemDebate2,1093981035170131968,1156730805986574336,08/01/2019 00:58,Justine Carwardine,JustineCarward1,1390,1632,"Melbourne, Victoria",02/08/2019 21:12,True,http://justinecarwardine.blog,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,2340,,,"['ReturnOfTheYang', 'DemDebate2']"
"The crowd is being respectful by shouting from the heart. Let them be part of this moment. The men + women on stage are no better than the rest of us; in fact, they're running to work for us.

Let the protesters be heard. Who's running this debate, Moscow Mitch?

#DemDebate2",21014172,1156730806422913024,08/01/2019 00:58,Greg Morelli,yesgregyes,2650,4989,"Chicago, Illinois",02/16/2009 19:03,True,http://yesgregyes.com/,0,0.4215,0.105,0.073,0.821,Positive,1,0,12.5,60.0,,False,12582,,,
Should Public Schools be required to display a portrait of President Trump in every classroom? #DemDebate2,877672158331318272,1156730806880088069,08/01/2019 00:58,Trump Airport,TrumpAirport,611,1183,USA,06/21/2017 23:38,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,6.666666666666667,,False,4308,,,['DemDebate2']
Who are these peoplechanting? They need to be respectful and find other ways to air their grievances #DemDebate,1117764242743209985,1156730807052132353,08/01/2019 00:58,Jason Bluth,JasonBluth,3,60,,04/15/2019 12:18,False,,0,0.128,0.14,0.116,0.744,Positive,1,0,18.75,53.75,,False,111,,,['DemDebate']
Crossing the border illegally is a crime. #DemDebate,1124888522219872261,1156730806808633350,08/01/2019 00:58,Gen Z Anon,GenZAnon,94,64,,05/05/2019 04:08,False,https://www.qproofs.com/,0,-0.5423,0.0,0.368,0.632,Negative,0,1,-50.0,50.0,,False,697,1156730482752573440,GenZAnon,['DemDebate']
I’m genuinely surprised more Dem candidates aren’t using that line of argument on healthcare @AndrewYang just mentioned. Think of the $$$ to be saved if employers didn’t have to pay for employees’ plans under a universal gov-run plan. #DemDebate,2938587503,1156730806968246272,08/01/2019 00:58,Alex H. Wagner,AlexHWagner,472,561,"Washington, DC",12/23/2014 18:26,True,http://alexhwagner.com,0,0.2023,0.11,0.092,0.798,Positive,1,0,20.0,46.666666666666664,,False,1724,,,
Biden is fumbling on the border question #DemDebate2,376630586,1156730807144329217,08/01/2019 00:58,Jeff Roy,jeffersroy,472,1903,"Los Angeles, CA",09/20/2011 07:00,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1979,,,['DemDebate2']
Shoutout to the folks reminding all of us that Obama deported 3 million people during his administration. #DemDebate,157470409,1156730807182090240,08/01/2019 00:58,Antonella Morales,popgoesthenella,67,48,Florida,06/19/2010 22:54,True,,0,0.0,0.0,0.0,1.0,Neutral,0,0,0.0,0.0,,False,1460,,,['DemDebate']
He wants her for VP vs the other way around,1901928318,1156730807173689344,08/01/2019 00:58,Squirrel_MA,Squirrel_MA,5282,5131,"Austin, TX",09/24/2013 22:18,False,,0,0.0,0.0,0.0,1.0,Neutral,0,0,3.7500000000000004,23.75,,False,218202,,,
@JoeBiden: It is a crime to cross the border illegally. #DemDebate2,101162534,1156730809644138502,08/01/2019 00:58,Liberty Nation,libertynation,11460,1486,"Washington, DC",01/02/2010 07:09,False,http://www.libertynation.com,0,-0.5423,0.0,0.28,0.72,Negative,0,1,-25.0,25.0,,False,7421,,JoeBiden,['DemDebate2']
